regime,category,ut_low_gev,ut_high_gev,last_bin_includes_overflow,Q,Q_stat,Sgamma,Sgamma_stat,status,data_minus_other,Q_times_gamma
highdm,Nb1,250.0,300.0,False,1.9649281740970028,0.0256944421400755,0.9986888396131456,0.025526726299627225,complete,3732.469442767885,3737.3697339140217
highdm,Nb1,300.0,350.0,False,1.9649281740970028,0.0256944421400755,1.0484544937088718,0.033449260718013706,complete,2534.251387988379,2417.1305509155213
highdm,Nb1,350.0,400.0,False,1.9649281740970028,0.0256944421400755,1.0175773475889887,0.036341969471140496,complete,1462.6002109128071,1437.3356623732236
highdm,Nb1,400.0,500.0,False,1.9649281740970028,0.0256944421400755,0.9568340268811757,0.03205455853019361,complete,1332.8946938834756,1393.0260175090962
highdm,Nb1,500.0,1500.0,True,1.9649281740970028,0.0256944421400755,0.929981471767266,0.03364851259405821,complete,1027.407680065111,1104.7614509057946
highdm,Nb2plus,250.0,300.0,False,2.3976181923962336,0.051055683740403826,1.0424292001266369,0.043358942485577874,complete,1299.8202589419536,1246.9146669951765
highdm,Nb2plus,300.0,350.0,False,2.3976181923962336,0.051055683740403826,0.9884163221796868,0.048806133371850864,complete,769.5357712671223,778.5542933671085
highdm,Nb2plus,350.0,400.0,False,2.3976181923962336,0.051055683740403826,0.9976719055158192,0.05987166610595221,complete,476.7110172255374,477.82343532974085
highdm,Nb2plus,400.0,500.0,False,2.3976181923962336,0.051055683740403826,1.0072364515690706,0.057412524589211554,complete,473.17722404183417,469.7777004641956
highdm,Nb2plus,500.0,1500.0,True,2.3976181923962336,0.051055683740403826,0.8749858018627619,0.0569640978285202,complete,323.17727442100636,369.351449741233
lowdm,Nb1,250.0,300.0,False,1.89809553241253,0.007888803925280036,1.0228359333908401,0.008764688438726742,complete,37909.79721154964,37063.41943411541
lowdm,Nb1,300.0,350.0,False,1.89809553241253,0.007888803925280036,1.030848784103176,0.009169905611119735,complete,28017.122929193956,27178.693287753606
lowdm,Nb1,350.0,400.0,False,1.89809553241253,0.007888803925280036,0.991382264891324,0.010920169560843573,complete,15432.029996653415,15566.175170931754
lowdm,Nb1,400.0,500.0,False,1.89809553241253,0.007888803925280036,0.9574685490897996,0.010393778471646615,complete,13015.852487968903,13594.02614356596
lowdm,Nb1,500.0,1500.0,True,1.89809553241253,0.007888803925280036,0.8877388179465344,0.011505087776968733,complete,7690.243899743264,8662.732488742451
lowdm,Nb2plus,250.0,300.0,False,1.9422647081014683,0.023686948904753726,1.0326478715040954,0.024512637150456897,complete,5182.6516315022,5018.79854161075
lowdm,Nb2plus,300.0,350.0,False,1.9422647081014683,0.023686948904753726,0.9796140886577978,0.030130544059666853,complete,3434.6455419411404,3506.121014089399
lowdm,Nb2plus,350.0,400.0,False,1.9422647081014683,0.023686948904753726,0.9975286259948252,0.028537071096270898,complete,2009.9956491922733,2014.9754070342844
lowdm,Nb2plus,400.0,500.0,False,1.9422647081014683,0.023686948904753726,1.012021000189654,0.029693213569565276,complete,1758.1141477046503,1737.2308947889203
lowdm,Nb2plus,500.0,1500.0,True,1.9422647081014683,0.023686948904753726,0.9011974647161026,0.032858163348340304,complete,987.6534449935313,1095.9345578104396
