regime,category,ut_low_gev,ut_high_gev,last_bin_includes_overflow,Q,Q_stat,Sgamma,Sgamma_stat,status,data_minus_other,Q_times_gamma
highdm,Nb3plus,350.0,400.0,False,3.2505137784960563,0.19644481982943368,1.1476456215516386,0.16912192645692703,complete,71.14841308036148,61.99510697750711
highdm,Nb3plus,400.0,500.0,False,3.2505137784960563,0.19644481982943368,1.023704274442114,0.16148430278726816,complete,61.098572940834075,59.683811493442114
highdm,Nb3plus,500.0,800.0,False,3.2505137784960563,0.19644481982943368,0.8716552795936424,0.16480650836714228,complete,38.050209184101604,43.65281789131164
highdm,Nb3plus,800.0,1500.0,True,3.2505137784960563,0.19644481982943368,0.24869309750262836,0.20332861007545008,complete,1.7596989785531427,7.075785360446303
lowdm,Nb1_PISR300to500_PTb20to40,300.0,400.0,False,1.8649887727544197,0.021585460448149026,0.9624113769081191,0.02762261603378123,complete,2957.54295301527,3073.054853649787
lowdm,Nb1_PISR300to500_PTb20to40,400.0,500.0,False,1.8649887727544197,0.021585460448149026,1.0014183258135305,0.036292649556919514,complete,1068.1193916298553,1066.6065959619204
lowdm,Nb1_PISR300to500_PTb20to40,500.0,600.0,False,1.8649887727544197,0.021585460448149026,1.094554363838476,0.09433348856311022,complete,174.24521971251338,159.19284182601535
lowdm,Nb1_PISR300to500_PTb20to40,600.0,700.0,True,1.8649887727544197,0.021585460448149026,0.7379010342786186,0.23051465030562454,complete,10.977378546713457,14.876491611703837
lowdm,Nb1_PISR300to500_PTb40to70,300.0,400.0,False,1.8649887727544197,0.021585460448149026,1.0291806399741192,0.023479055287400005,complete,4753.524079458601,4618.746112031546
lowdm,Nb1_PISR300to500_PTb40to70,400.0,500.0,False,1.8649887727544197,0.021585460448149026,1.0649740618769423,0.030868583845742023,complete,1706.322220918501,1602.219511253849
lowdm,Nb1_PISR300to500_PTb40to70,500.0,600.0,False,1.8649887727544197,0.021585460448149026,1.0926627079460303,0.07404095755638125,complete,284.8842215630268,260.72475933451375
lowdm,Nb1_PISR300to500_PTb40to70,600.0,700.0,True,1.8649887727544197,0.021585460448149026,0.9766753970240256,0.2100690639056257,complete,24.412842436989138,24.99586097016079
lowdm,Nb1_PISR500plus_PTb20to40,450.0,550.0,False,1.8649887727544197,0.021585460448149026,0.70156259793131,0.06932701820563267,complete,165.43053434608134,235.80295590712012
lowdm,Nb1_PISR500plus_PTb20to40,550.0,650.0,False,1.8649887727544197,0.021585460448149026,0.925357718220616,0.07570427804554142,complete,178.08316067230965,192.44791194344646
lowdm,Nb1_PISR500plus_PTb20to40,650.0,750.0,False,1.8649887727544197,0.021585460448149026,0.7272127337692544,0.09404331941059553,complete,66.7872556737561,91.8400525353669
lowdm,Nb1_PISR500plus_PTb20to40,750.0,850.0,True,1.8649887727544197,0.021585460448149026,0.8711544239600447,0.11091221449241415,complete,68.77321438363273,78.94491779196544
lowdm,Nb1_PISR500plus_PTb40to70,450.0,550.0,False,1.8649887727544197,0.021585460448149026,0.9172247293868542,0.05719532849609063,complete,333.21599409512453,363.28718951774505
lowdm,Nb1_PISR500plus_PTb40to70,550.0,650.0,False,1.8649887727544197,0.021585460448149026,1.0288697644646687,0.06313207374059286,complete,312.77057756740675,303.9943327814132
lowdm,Nb1_PISR500plus_PTb40to70,650.0,750.0,False,1.8649887727544197,0.021585460448149026,1.0528629356378807,0.0929254934046789,complete,149.4431606096202,141.9398057916053
lowdm,Nb1_PISR500plus_PTb40to70,750.0,850.0,True,1.8649887727544197,0.021585460448149026,0.799305933691919,0.08335431449944053,complete,102.9849191980406,128.8429309192826
lowdm,Nb2plus_PISR300to500_PTb40to80_Nj2plus,300.0,400.0,False,1.7980063170352172,0.052757352484971785,0.8825212292868373,0.06306834499970991,complete,644.6587920136329,730.4739768521827
lowdm,Nb2plus_PISR300to500_PTb40to80_Nj2plus,400.0,500.0,False,1.7980063170352172,0.052757352484971785,1.0407237466900041,0.07866706585475405,complete,279.4520457571834,268.5170263924251
lowdm,Nb2plus_PISR300to500_PTb40to80_Nj2plus,500.0,600.0,True,1.7980063170352172,0.052757352484971785,1.0593201307681768,0.15886266607607077,complete,56.88816897216334,53.70252798925884
lowdm,Nb2plus_PISR300to500_PTb80to140_Nj2plus,300.0,400.0,False,1.7980063170352172,0.052757352484971785,1.1189824403034214,0.06465927414648541,complete,521.5135545841304,466.06053482190265
lowdm,Nb2plus_PISR300to500_PTb80to140_Nj2plus,400.0,500.0,False,1.7980063170352172,0.052757352484971785,1.0577625120783283,0.09130049165056582,complete,190.76396682649437,180.3466890234886
lowdm,Nb2plus_PISR300to500_PTb80to140_Nj2plus,500.0,600.0,True,1.7980063170352172,0.052757352484971785,1.0462867565941163,0.1721884348905055,complete,47.03311955532975,44.952417928362635
lowdm,Nb2plus_PISR300to500_PTb140plus_Nj7plus,300.0,400.0,False,1.7980063170352172,0.052757352484971785,0.8941930751220916,0.46044963623181,complete,5.794212737059288,6.479822868532231
lowdm,Nb2plus_PISR300to500_PTb140plus_Nj7plus,400.0,500.0,False,1.7980063170352172,0.052757352484971785,3.952671591611292,2.181392326146681,complete,5.058281185485615,1.279711979163851
lowdm,Nb2plus_PISR300to500_PTb140plus_Nj7plus,500.0,600.0,True,1.7980063170352172,0.052757352484971785,3.4287875919460675,2.796525524163893,complete,1.9492470246965352,0.5684945399578416
lowdm,Nb2plus_PISR500plus_PTb40to80_Nj2plus,450.0,550.0,False,1.7980063170352172,0.052757352484971785,0.9108388543472811,0.13559531415146256,complete,57.81759377770664,63.47730282009047
lowdm,Nb2plus_PISR500plus_PTb40to80_Nj2plus,550.0,650.0,False,1.7980063170352172,0.052757352484971785,0.983854553990759,0.15074139485769752,complete,49.99460798029382,50.815039456292844
lowdm,Nb2plus_PISR500plus_PTb40to80_Nj2plus,650.0,750.0,True,1.7980063170352172,0.052757352484971785,1.1391479929492592,0.1640967689898355,complete,56.789896269981455,49.85295731676809
lowdm,Nb2plus_PISR500plus_PTb80to140_Nj2plus,450.0,550.0,False,1.7980063170352172,0.052757352484971785,0.9016128665887808,0.17021086180070225,complete,37.6889267983114,41.80167363949238
lowdm,Nb2plus_PISR500plus_PTb80to140_Nj2plus,550.0,650.0,False,1.7980063170352172,0.052757352484971785,1.2885741998848497,0.22648175750480876,complete,38.39765103289201,29.79855644814503
lowdm,Nb2plus_PISR500plus_PTb80to140_Nj2plus,650.0,750.0,True,1.7980063170352172,0.052757352484971785,0.8469118146931438,0.17415854452923726,complete,27.84064213220249,32.87312994008687
lowdm,Nb2plus_PISR500plus_PTb140plus_Nj7plus,450.0,550.0,False,1.7980063170352172,0.052757352484971785,,,unavailable,-0.8258175370398607,0.43369637375558034
lowdm,Nb2plus_PISR500plus_PTb140plus_Nj7plus,550.0,650.0,False,1.7980063170352172,0.052757352484971785,2.4848143074929436,2.7502929771485247,complete,0.9829391631315734,0.3955785187518946
lowdm,Nb2plus_PISR500plus_PTb140plus_Nj7plus,650.0,750.0,True,1.7980063170352172,0.052757352484971785,1.0418232860227579,1.3934318720626344,complete,0.7799020139409243,0.7485933789388232
