mStop,mLSP,dataset,file,simulation_type,genmodel_branch,runs_sumw_branch,missing_bookkeeping_flags,hlt_trigger_bypass_required,usable_for_future_fastsim_signal_yield_production
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_1200,genEventSumw_T2tt_1900_1200,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_1300,genEventSumw_T2tt_1900_1300,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_1400,genEventSumw_T2tt_1900_1400,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_1500,genEventSumw_T2tt_1900_1500,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_1600,genEventSumw_T2tt_1900_1600,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_1700,genEventSumw_T2tt_1900_1700,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_200,genEventSumw_T2tt_1900_200,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_300,genEventSumw_T2tt_1900_300,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_400,genEventSumw_T2tt_1900_400,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_500,genEventSumw_T2tt_1900_500,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_600,genEventSumw_T2tt_1900_600,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_700,genEventSumw_T2tt_1900_700,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_800,genEventSumw_T2tt_1900_800,,True,True
2,1900,/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1800_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/7660063f-6c94-4f82-b27b-d1e1fc6fa156.root,FastSim signal dataset,GenModel_T2tt_1900_900,genEventSumw_T2tt_1900_900,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1,genEventSumw_T2tt_2000_1,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_100,genEventSumw_T2tt_2000_100,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1000,genEventSumw_T2tt_2000_1000,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1100,genEventSumw_T2tt_2000_1100,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1200,genEventSumw_T2tt_2000_1200,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1300,genEventSumw_T2tt_2000_1300,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1400,genEventSumw_T2tt_2000_1400,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1500,genEventSumw_T2tt_2000_1500,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1600,genEventSumw_T2tt_2000_1600,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1700,genEventSumw_T2tt_2000_1700,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_1800,genEventSumw_T2tt_2000_1800,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_200,genEventSumw_T2tt_2000_200,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_300,genEventSumw_T2tt_2000_300,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_400,genEventSumw_T2tt_2000_400,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_500,genEventSumw_T2tt_2000_500,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_600,genEventSumw_T2tt_2000_600,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_700,genEventSumw_T2tt_2000_700,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_800,genEventSumw_T2tt_2000_800,,True,True
2,2000,/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-1900_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/100000/e96663b8-a217-40d6-b660-2f54ac513b2f.root,FastSim signal dataset,GenModel_T2tt_2000_900,genEventSumw_T2tt_2000_900,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1,genEventSumw_T2tt_2100_1,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_100,genEventSumw_T2tt_2100_100,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1000,genEventSumw_T2tt_2100_1000,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1100,genEventSumw_T2tt_2100_1100,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1200,genEventSumw_T2tt_2100_1200,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1300,genEventSumw_T2tt_2100_1300,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1500,genEventSumw_T2tt_2100_1500,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1600,genEventSumw_T2tt_2100_1600,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1700,genEventSumw_T2tt_2100_1700,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1800,genEventSumw_T2tt_2100_1800,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_1900,genEventSumw_T2tt_2100_1900,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_200,genEventSumw_T2tt_2100_200,,True,True
2,2100,/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v1/NANOAODSIM,root://cms-xrd-global.cern.ch//store/mc/RunIII2024Summer24NanoAODv15/SMS-2Stop_Par-mStop-2000_TuneCP5_13p6TeV_madgraphMLM-pythia8/NANOAODSIM/150X_mcRun3_2024_realistic_v2-v1/2560000/0b0a8c0d-0c1c-42a0-beeb-e92007d13d38.root,FastSim signal dataset,GenModel_T2tt_2100_300,genEventSumw_T2tt_2100_300,,True,True
