regime,category,ut_low_gev,ut_high_gev,last_bin_includes_overflow,Q,Q_stat,Sgamma,Sgamma_stat,status,data_minus_other,Q_times_gamma
highdm,Nb1,250.0,300.0,False,1.6325611073171633,0.025155834727435825,1.0383992445935988,0.0298449138870381,complete,3197.1945785465828,3078.964661417755
highdm,Nb1,300.0,350.0,False,1.6325611073171633,0.025155834727435825,1.002995175962346,0.041635512650023486,complete,2013.0586701718703,2007.0472106113534
highdm,Nb1,350.0,400.0,False,1.6325611073171633,0.025155834727435825,0.9783447970087518,0.04117483468704743,complete,1165.3615172131506,1191.1562475480982
highdm,Nb1,400.0,500.0,False,1.6325611073171633,0.025155834727435825,0.9831976780269779,0.036765087548589745,complete,1147.133512600652,1166.7374102252263
highdm,Nb1,500.0,1500.0,True,1.6325611073171633,0.025155834727435825,0.9158462727043498,0.03712046833002716,complete,858.0468135450881,936.8895622749121
highdm,Nb2plus,250.0,300.0,False,1.94764975114255,0.046925600737553474,0.9940593516856818,0.04707581064685117,complete,966.6187766723946,972.3954359799999
highdm,Nb2plus,300.0,350.0,False,1.94764975114255,0.046925600737553474,1.0942175917667936,0.05954637169238327,complete,672.1013317109916,614.2300551262148
highdm,Nb2plus,350.0,400.0,False,1.94764975114255,0.046925600737553474,1.0142569183166126,0.07026795424027858,complete,378.5011429150801,373.18073564959053
highdm,Nb2plus,400.0,500.0,False,1.94764975114255,0.046925600737553474,0.9394416485170104,0.061983240630747984,complete,353.24155296820413,376.01223399646625
highdm,Nb2plus,500.0,1500.0,True,1.94764975114255,0.046925600737553474,0.8853036060399279,0.0644702918615909,complete,267.40825219718647,302.0525957115848
lowdm,Nb1,250.0,300.0,False,1.710974607992779,0.00787266286659503,1.0302827831518795,0.009749206916404978,complete,33972.62909043836,32974.08211220227
lowdm,Nb1,300.0,350.0,False,1.710974607992779,0.00787266286659503,1.0245967198384742,0.010321487337102917,complete,25090.10875253327,24487.789455824804
lowdm,Nb1,350.0,400.0,False,1.710974607992779,0.00787266286659503,0.9892353498194415,0.012202190429994285,complete,13881.02298825413,14032.073349165837
lowdm,Nb1,400.0,500.0,False,1.710974607992779,0.00787266286659503,0.9678911762078787,0.011108479425977884,complete,11965.008596735646,12361.935815567207
lowdm,Nb1,500.0,1500.0,True,1.710974607992779,0.00787266286659503,0.8687825378528637,0.012002426115854385,complete,6971.10962005854,8023.9983152598315
lowdm,Nb2plus,250.0,300.0,False,1.6504766064981296,0.023707625118123472,1.0316374000994823,0.02978520385167256,complete,4226.70541957104,4097.08432358448
lowdm,Nb2plus,300.0,350.0,False,1.6504766064981296,0.023707625118123472,0.9737109275971199,0.03536895848399407,complete,2833.402339015787,2909.900935391503
lowdm,Nb2plus,350.0,400.0,False,1.6504766064981296,0.023707625118123472,1.0458968793638246,0.03276973245017774,complete,1760.1155477677607,1682.8767562996893
lowdm,Nb2plus,400.0,500.0,False,1.6504766064981296,0.023707625118123472,1.0035442586267027,0.03312055217135207,complete,1464.087632357693,1458.916853713278
lowdm,Nb2plus,500.0,1500.0,True,1.6504766064981296,0.023707625118123472,0.8568707886875248,0.03513521506160479,complete,811.3890268195933,946.9210965429265
