mass_key,mStop,mLSP,region,unweighted,raw_weighted,raw_sumw2,normalized_weighted,normalized_sumw2,sumw_mass_point,xsec_pb,xsec_uncertainty_relative,normalization_factor,normalization_status
mStop1050_mLSP100,1050,100,QCDCR,478,478.0,478.0,5.193388865179438,0.05642528850412086,64953.0,0.006426,0.0902,0.01086483026188167,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP100,1050,100,GCR,0,0.0,0.0,0.0,0.0,64953.0,0.006426,0.0902,0.01086483026188167,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP100,1050,100,DY2E,0,0.0,0.0,0.0,0.0,64953.0,0.006426,0.0902,0.01086483026188167,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP100,1050,100,DY2M,0,0.0,0.0,0.0,0.0,64953.0,0.006426,0.0902,0.01086483026188167,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP100,1050,100,SR,18403,18403.0,18403.0,199.94547130940836,2.172373607408653,64953.0,0.006426,0.0902,0.01086483026188167,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP200,1050,200,preselection,22240,22240.0,22240.0,365.6681306772909,6.012283354002891,42921.0,0.006426,0.0902,0.016441912350597613,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP200,1050,200,LLCR,496,496.0,496.0,8.155188525896415,0.1340868949453882,42921.0,0.006426,0.0902,0.016441912350597613,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP200,1050,200,QCDCR,303,303.0,303.0,4.981899442231077,0.0819119539686545,42921.0,0.006426,0.0902,0.016441912350597613,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP200,1050,200,GCR,0,0.0,0.0,0.0,0.0,42921.0,0.006426,0.0902,0.016441912350597613,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP200,1050,200,DY2E,0,0.0,0.0,0.0,0.0,42921.0,0.006426,0.0902,0.016441912350597613,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP200,1050,200,DY2M,0,0.0,0.0,0.0,0.0,42921.0,0.006426,0.0902,0.016441912350597613,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP200,1050,200,SR,12155,12155.0,12155.0,199.851444621514,3.285939935607246,42921.0,0.006426,0.0902,0.016441912350597613,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP300,1050,300,preselection,29670,29670.0,29670.0,354.91512000000006,4.245525527624349,58995.0,0.006426,0.0902,0.01196208695652174,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP300,1050,300,LLCR,741,741.0,741.0,8.86390643478261,0.10603081954734218,58995.0,0.006426,0.0902,0.01196208695652174,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP300,1050,300,QCDCR,421,421.0,421.0,5.036038608695653,0.06024153175361816,58995.0,0.006426,0.0902,0.01196208695652174,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP300,1050,300,GCR,0,0.0,0.0,0.0,0.0,58995.0,0.006426,0.0902,0.01196208695652174,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP300,1050,300,DY2E,0,0.0,0.0,0.0,0.0,58995.0,0.006426,0.0902,0.01196208695652174,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP300,1050,300,DY2M,0,0.0,0.0,0.0,0.0,58995.0,0.006426,0.0902,0.01196208695652174,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP300,1050,300,SR,16262,16262.0,16262.0,194.52745808695656,2.3269543690673125,58995.0,0.006426,0.0902,0.01196208695652174,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP400,1050,400,preselection,27211,27211.0,27211.0,346.6851966152736,4.416986716848734,55390.0,0.006426,0.0902,0.012740626827947285,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP400,1050,400,LLCR,690,690.0,690.0,8.791032511283627,0.11200326465861697,55390.0,0.006426,0.0902,0.012740626827947285,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP400,1050,400,QCDCR,374,374.0,374.0,4.7649944336522845,0.06070901591640977,55390.0,0.006426,0.0902,0.012740626827947285,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP400,1050,400,GCR,0,0.0,0.0,0.0,0.0,55390.0,0.006426,0.0902,0.012740626827947285,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP400,1050,400,DY2E,0,0.0,0.0,0.0,0.0,55390.0,0.006426,0.0902,0.012740626827947285,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP400,1050,400,DY2M,0,0.0,0.0,0.0,0.0,55390.0,0.006426,0.0902,0.012740626827947285,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP400,1050,400,SR,15328,15328.0,15328.0,195.28832801877599,2.488095711140987,55390.0,0.006426,0.0902,0.012740626827947285,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP500,1050,500,preselection,25905,25905.0,25905.0,327.83825304592654,4.148925696205557,55763.0,0.006426,0.0902,0.012655404479672902,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP500,1050,500,LLCR,772,772.0,772.0,9.769972258307481,0.12364295068406449,55763.0,0.006426,0.0902,0.012655404479672902,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP500,1050,500,QCDCR,360,360.0,360.0,4.555945612682245,0.057657334515884985,55763.0,0.006426,0.0902,0.012655404479672902,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP500,1050,500,GCR,0,0.0,0.0,0.0,0.0,55763.0,0.006426,0.0902,0.012655404479672902,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
